,0
0,0.5264399429618929
1,0.5324128096906252
2,0.5370122914395745
3,0.5281364251434474
4,0.533970358882268
5,0.539331173169647
6,0.5302295209768062
7,0.5357452319587972
8,0.5417258974544416
9,0.5327677110395106
10,0.5380551889412399
11,0.5443311964319674
12,0.53527883008025
13,0.5400694823776371
14,0.5466667870502162
15,0.5382529605179032
16,0.5431207619751264
17,0.5504738242820774
18,0.5430164513103665
19,0.5479901106469163
20,0.5554566283426476
21,0.5484794529673771
22,0.5531465274065043
23,0.5600901640659435
24,0.5533323864917836
25,0.5567759414453891
26,0.5628497763002892
27,0.5563416111502425
28,0.5580752874881657
29,0.562473668111388
30,0.5552028916223775
31,0.5547861683320603
32,0.5589689575050557
33,0.5515512469736553
34,0.5506070608760455
35,0.5549031093590391
36,0.5482031261039599
37,0.5465352454758086
38,0.5510401144141721
39,0.5447684871442935
40,0.5431647297782702
41,0.5492690553358919
42,0.5442416256190841
43,0.5420305106783557
44,0.5472665117274029
45,0.5419322890656252
46,0.5385707619585774
47,0.5435553700714554
48,0.5377992032961054
49,0.5337307715964164
50,0.5389550373505165
51,0.532863412987218
52,0.5273714791289972
53,0.5323895739821207
54,0.5272073893935983
55,0.5220677711476267
56,0.5277973157474213
57,0.5231705918572981
58,0.5178811136276407
59,0.5241995808904653
60,0.5206288986020271
61,0.5155872430252372
62,0.522034507596373
63,0.5186486817302578
64,0.5133670638918034
65,0.5193902219397153
66,0.5153243546893025
67,0.5100347213790739
68,0.5160153716681584
69,0.5114001161660648
70,0.5058639391301574
71,0.5107843213456656
72,0.5060862550675452
73,0.5015402567363669
74,0.5052657240119995
75,0.5026884887695996
76,0.5008465608849595
77,0.5041147088093227
78,0.5022851031908178
79,0.5010787145766806
80,0.5038104580435485
81,0.5028278768628462
82,0.5030429921687474
83,0.5035968969413048
84,0.5038347898250329
85,0.5044797841231812
86,0.5035692580033451
87,0.5017603329997382
88,0.5026233739271645
89,0.500271391453141
90,0.49892608653467907
91,0.5006768466441313
92,0.4986848214668145
93,0.4972442247704917
94,0.4979501264322427
95,0.4958946846540596
96,0.4970569859878389
97,0.49972417685888815
98,0.4984729814492771
99,0.49923663996340517
100,0.5023988908270274
101,0.5011446162329753
102,0.5041693098005355
103,0.5081334984364496
104,0.5090340694306896
105,0.5128126283240404
106,0.5184137341175278
107,0.5198100600089641
108,0.5234887202929182
109,0.5285517115309186
110,0.530888982646802
111,0.5335923061385763
112,0.5372198617188257
113,0.5378369737828492
114,0.5407128986175818
115,0.543720766559444
116,0.5458258821718239
117,0.5485631101151196
118,0.5513964602081762
119,0.5520376500048745
120,0.5532704001043829
121,0.5553916828064003
122,0.5564355573310131
123,0.5584662004549141
124,0.5607902037917527
125,0.5616313126132797
126,0.5631679665873396
127,0.565026288835056
128,0.5661657425791099
129,0.5671377766057994
130,0.5692575745131283
131,0.5712869670407392
132,0.5721364784018673
133,0.5729865668798633
134,0.5747634128739938
135,0.5744518743312166
136,0.5739955326275705
137,0.574233492651639
138,0.5742120598868542
139,0.5734961088531467
140,0.5737075312470128
141,0.5731678162298628
142,0.5722453515631838
143,0.5725415775330054
144,0.5716473725276536
145,0.5706833210015018
146,0.5709043117067251
147,0.5702554042575718
148,0.5702285935070517
149,0.5715873400293436
150,0.5720959889123818
151,0.5727645592099464
152,0.574526061789034
153,0.5746247241048528
154,0.5751798202628637
155,0.5772459167394921
156,0.577370104427804
157,0.5778019812386372
158,0.5801558772821318
159,0.5796554927855817
160,0.5794810742547417
161,0.5809110800054587
162,0.5795266454563475
163,0.578852198977359
164,0.580553951396843
165,0.5790255465644312
166,0.5788127009265993
167,0.5811386984285642
168,0.5798328728847343
169,0.5804751233483662
170,0.5822924071743579
171,0.582521981117866
172,0.582889424990646
173,0.5835122865902276
174,0.5838738625736111
175,0.584282710833333
176,0.5851270096919432
177,0.5859096315878419
178,0.5855646590302943
179,0.5855445698797619
180,0.5860507353910868
181,0.5858477631309577
182,0.5862886867184027
183,0.5858914790659919
184,0.5852137174625109
185,0.5862393564125727
186,0.5846303829178463
187,0.5841462116831033
188,0.5862874626268078
189,0.5844181011546866
190,0.5849850170333118
191,0.5877737665254658
192,0.5865579899667062
193,0.5867344887689853
194,0.5891676071337788
195,0.5886567687566142
196,0.5897805705043577
197,0.5909135598390348
198,0.5910298974472845
199,0.5922936554904754
200,0.5921122724350679
201,0.5932816010591274
202,0.5946616441014284
203,0.5920027588708614
204,0.5938381527941042
205,0.5939549949094771
206,0.5909946419581381
207,0.5923730771341229
208,0.5936839067233566
209,0.5903584732942792
210,0.592035426912074
211,0.5935722191050344
212,0.5902249056330935
213,0.5919359415481997
214,0.5938098596410544
215,0.5905399124933229
216,0.5926900637606396
217,0.5941130902235238
218,0.5910370190348305
219,0.5931673659353827
220,0.5953814351382762
221,0.5908935267254899
222,0.5929759279376757
223,0.5946450373158239
224,0.5904366169672709
225,0.5928756867932988
226,0.5938561266894855
227,0.5900579194854405
228,0.5932670960044043
229,0.5941512681102596
230,0.5904637603168732
231,0.593846220067544
232,0.594607899876464
233,0.5909489267229211
234,0.5943893344957472
235,0.5951318213196761
236,0.5911754331088792
237,0.5945026941228941
238,0.5957902716869604
239,0.5913117561528539
240,0.5950424502426627
241,0.5960473065912193
242,0.5911552899919746
243,0.5949714182027104
244,0.5957500231945573
245,0.5906817226664534
246,0.5941033353155154
247,0.5951828775440249
248,0.5899604696488836
249,0.5932908479915364
250,0.5942763237525722
251,0.5891512652446262
252,0.5928254620608182
253,0.5936547515146922
254,0.5887327514091016
255,0.5923730529456965
