0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
590.0,411.0,559.0,559.0,396.5,396.5,523.0,419.0,419.0,468.0,468.0,431.0,431.0,573.5,573.5,561.0,531.0
