0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
63.79875000000063,18.001,100.89731585159136,101.001,10.001,75.66766666666668,13.112111111111114,101.028711506729,12.001,101.001,101.0,101.0,101.0,101.001,101.001,72.601,14.610533333333578,100.6007237139341,101.001,101.001,101.0,101.0,101.0,16.000999999999998,101.001,68.501,20.83433333333333,100.63553211884272,101.001,101.001,70.501,18.334333333333333,101.00921156515471,101.001,17.001,101.0,101.0,101.0,101.001,101.001,69.601,9.401,100.71385591947006,14.001,101.001,101.0,101.0,101.0,101.001,24.001,40.001,11.334333333333333,100.84097584848699,101.001,101.001,101.0,101.0,101.0,101.001,18.001,34.001,12.023166666666938,100.97709855920762,101.001,101.001,101.0,101.0,101.0,21.001,101.001,29.501,21.334333333333337,101.00098245268427,101.001,101.001,29.001,61.501,101.001,101.001,21.001,29.001,61.501,101.001,5.001,101.001
